little,JJ
lame,JJ
balloonman,.
whistles,PPS
far,RB
and,CC
wee,JJ
and,CC
eddieandbill,PPSS
come,VB
running,VBG
from,IN
marbles,NNS
and,CC
piracies,NP
and,CC
it's,PPS+BEZ
spring,NN
when,WRB
the,AT
world,NN
is,BEZ
puddle,NN
wonderful,JJ
the,AT
queer,JJ
old,JJ
balloonman,NNS
whistles,.
far,RB
and,CC
wee,JJ
and,CC
bettyandisbel,PPSS
come,VB
dancing,NN
from,IN
hop,NN
scotch,","
and,CC
jump,VB
rope,NN
and,CC
it's,PPS+BEZ
spring,NN
and,CC
the,AT
goat,NN
footed,.
balloonman,RB
whistles,.
far,RB
and,CC
wee,JJ
j,)
o,UH
sweet,JJ
spontaneous,JJ
earth,NN
how,WRB
often,RB
have,HV
the,AT
doting,VBG
fingers,NNS
of,IN
prurient,JJ
philosophers,NNS
pinched,VBN
and,CC
poked,VBN
thee,PPO
has,HVZ
the,AT
naughty,JJ
thumb,NN
of,IN
science,NN
prodded,VBN
thy,PP$
beauty,NN
how,QL
often,RB
have,HV
religions,NNS
taken,VBN
thee,PPO
upon,IN
their,PP$
scraggy,JJ
knees,NNS
squeezing,VBG
and,CC
buffeting,VB
thee,PPO
that,CS
thou,PPSS
mightest,MD
conceive,VB
gods,NNS
but,RB
true,JJ
to,IN
the,AT
incomparable,JJ
couch,NN
of,IN
death,NN
thy,PP$
rhythmic,JJ
lover,NN
thou,PPSS
answcrest,.
them,PPO
only,RB
with,IN
spring,NN
buffalo,NN
bui,NNS
's,.
defunct,JJ
who,WPS
used,VBD
to,IN
ride,VB
a,AT
watersmooth,JJ
silver,NN
stallion,NN
and,CC
break,VB
onetwothreefourfive,PPO
pigeonsjusdikethat,.
jesus,)
he,PPS
was,BEDZ
a,AT
handsome,JJ
man,NN
and,CC
what,WDT
i,MD
want,VB
to,TO
know,VB
is,BEZ
how,WRB
do,DO
you,PPSS
like,VB
your,PP$
blueeyed,JJ
boy,NN
mister,NP
death,NN
the,AT
cambridge,JJ
ladies,NNS
who,WPS
live,VB
in,IN
furnished,VBN
souls,NNS
are,BER
unbeautiful,VBN
and,CC
have,HV
comfortable,JJ
minds,NNS
also,RB
with,IN
the,AT
church's,NN$
protestant,JJ
blessings,NNS
daughters,NNS
unscented,BER
shapeless,JJ
spirited,VBN
they,PPSS
believe,VB
in,IN
christ,NP
and,CC
longfellow,PPSS
both,ABX
dead,JJ
are,BER
invariably,RB
interested,VBN
in,IN
so,QL
many,AP
things,NNS
at,IN
the,AT
present,JJ
writing,NN
one,CD
still,RB
finds,VBZ
delighted,VBN
fingers,NNS
knitting,VBG
for,IN
the,AT
is,BEZ
it,PPS
poles,NNS
perhaps,RB
while,CS
permanent,JJ
faces,NNS
coyly,RB
bandy,.
scandal,NN
of,IN
mrs,PP$
n,NNS
and,CC
professor,NN
d,.
the,AT
cambridge,JJ
ladies,NNS
do,DO
not,*
care,VB
above,RB
cambridge,RB
if,CS
sometimes,RB
in,IN
its,PP$
box,NN
of,IN
sky,NN
lavender,NN
and,CC
cornerless,VBD
the,AT
moon,NN
rattles,VBZ
like,CS
a,AT
fragment,NN
of,IN
angry,JJ
candy,NN
it,PPS
may,MD
not,*
always,RB
be,BE
so,RB
and,CC
i,PPSS
say,VB
that,CS
if,CS
your,PP$
lips,NNS
which,WDT
i,MD
have,HV
loved,VBN
should,MD
touch,VB
another's,DT$
and,CC
your,PP$
dear,JJ
strong,JJ
fingers,NNS
clutch,NN
his,PP$
heart,NN
as,CS
mine,NN
in,IN
time,NN
not,*
far,QL
away,RB
if,CS
on,IN
another's,DT$
face,VB
your,PP$
sweet,JJ
hair,NN
lay,VB
in,IN
such,ABL
a,AT
silence,NN
as,CS
i,PPSS
know,VB
or,CC
such,JJ
great,JJ
writhing,VBG
words,NNS
as,CS
uttering,VBG
overmuch,.
stand,VB
helplessly,RB
before,CS
the,AT
spirit,NN
at,IN
bay,NN
if,CS
this,DT
should,MD
be,BE
i,TO
say,VB
if,CS
this,DT
should,MD
be,BE
you,PPSS
of,IN
my,PP$
heart,NN
send,VB
me,PPO
a,AT
little,JJ
word,NN
that,CS
i,PPSS
may,MD
go,VB
unto,IN
him,PPO
and,CC
take,VB
his,PP$
hands,NNS
saying,VBG
accept,VB
all,ABN
happiness,NN
from,IN
me,PPO
then,RB
shall,MD
i,*
turn,VB
my,PP$
face,NN
and,CC
hear,VB
one,CD
bird,NN
sing,VB
terribly,QL
afar,RN
in,IN
the,AT
lost,VBN
lands,NNS
suppose,VB
life,NN
is,BEZ
an,AT
old,JJ
man,NN
carrying,VBG
flowers,NNS
on,IN
his,PP$
head,NN
young,JJ
death,NN
sits,VBZ
in,IN
a,AT
caf6,NN
smiling,VBG
a,AT
piece,NN
of,IN
money,NN
held,VBD
between,IN
his,PP$
thumb,NN
and,CC
first,OD
finger,NN
i,PPSS
say,VB
will,MD
he,PPS
buy,VB
flowers,NNS
to,IN
you,PPO
and,CC
death,NN
is,BEZ
young,JJ
life,NN
wears,VBZ
velour,NN
trousers,NNS
life,NN
totters,IN
life,NN
has,HVZ
a,AT
beard,NN
i,.
say,VB
to,IN
you,PPO
who,WPS
are,BER
silent,JJ
do,DO
you,PPSS
see,VB
life,NN
he,PPS
is,BEZ
there,RB
and,CC
here,RB
or,CC
that,CS
or,CC
this,DT
or,CC
nothing,PN
or,CC
an,AT
old,JJ
man,NN
3,CD
thirds,NNS
asleep,RB
on,IN
his,PP$
head,NN
flawers,PPS
always,RB
crying,VBG
to,IN
nobody,PN
something,PN
about,IN
les,FW-AT
roses,NNS
les,FW-AT
bluets,NPS
yes,RB
will,MD
he,PPS
buy,VB
les,FW-AT
belles,NNS
bottes,--
oh,UH
hear,VB
pas,FW-NN
chores,NNS
and,CC
my,PP$
love,NN
slowly,RB
answered,VBD
i,TO
think,VB
so,QL
but,RB
i,PPSS
think,VB
i,TO
see,VB
someone,PN
else,RB
there,EX
is,BEZ
a,AT
lady,NN
whose,WP$
name,NN
is,BEZ
afterwards,RB
she,PPS
is,BEZ
sitting,VBG
beside,IN
young,JJ
death,NN
is,BEZ
slender,JJ
likes,VBZ
flowers,NNS
raise,VB
the,AT
shade,NN
will,MD
youse,VB
dearie,.
rain,NN
wouldn't,MD*
that,QL
get,VB
yer,PP$
goat,NN
but,IN
we,PPSS
don't,DO*
care,VB
do,DO
we,PPSS
dearie,DO
we,PPSS
should,MD
worry,VB
about,IN
the,AT
rain,NN
huh,UH
dearie,)
yknow,)
i'm,)
sorry,JJ
for,IN
awl,VBG
the,AT
poor,JJ
girls,NNS
that,CS
gets,VBZ
up,RP
god,NN
knows,VBZ
when,WRB
every,AT
day,NN
of,IN
their,PP$
lives,NNS
aint,VB
you,PPO
oo,PPS
oo,VBD
dearie,.
not,*
so,RB
hard,JJ
dear,NN
you're,PPSS+BER
killing,VBG
me,PPO
here,RB
is,BEZ
little,QL
effie's,JJ
head,NN
whose,WP$
brains,NNS
are,BER
made,VBN
of,IN
gingerbread,.
when,WRB
the,AT
judgment,NN
day,NN
comes,VBZ
god,NN
will,MD
find,VB
six,CD
crumbs,.
stooping,VBG
by,IN
the,AT
coffinlid,NN
waiting,VBG
for,IN
something,PN
to,TO
rise,VB
as,CS
the,AT
other,AP
somethings,NNS
did,DOD
you,PPSS
imagine,VB
his,PP$
surprise,NN
bellowing,VBG
through,IN
the,AT
general,JJ
noise,NN
where,WRB
is,BEZ
effie,PN
who,WPS
was,BEDZ
dead,JJ
to,IN
god,NN
in,IN
a,AT
tiny,JJ
voice,NN
i,PPSS
am,BEM
may,MD
the,AT
first,OD
crumb,BEDZ
said,VBN
whereupon,CS
its,PP$
fellow,NN
five,CD
crumbs,PPS
chuckled,VBD
as,CS
if,CS
they,PPSS
were,BED
alive,JJ
and,CC
number,NN
two,CD
took,VBD
up,RP
the,AT
song,NN
might,MD
i'm,BE
called,VBN
and,CC
did,DOD
no,AT
wrong,JJ
cried,VBD
the,AT
third,OD
crumb,","
i,PPSS
am,BEM
should,MD
and,CC
this,DT
is,BEZ
my,PP$
little,JJ
sister,NN
could,MD
with,IN
our,PP$
big,JJ
brother,NN
who,WPS
is,BEZ
would,MD
don't,DO*
punish,VB
us,PPO
for,CS
we,PPSS
were,BED
good,JJ
and,CC
the,AT
last,AP
crumb,NNS
with,IN
some,DTI
shame,NN
whispered,VBN
unto,IN
god,NN
my,PP$
name,NN
is,BEZ
must,NN
and,CC
with,IN
the,AT
others,NNS
ive,.
been,BEN
effie,PN
who,WPS
isn't,BEZ*
alive,JJ
just,RB
imagine,VB
it,PPO
i,TO
say,VB
god,NN
amid,IN
a,AT
monstrous,JJ
din,NN
watch,VB
your,PP$
step,NN
and,CC
follow,VB
me,PPO
stooping,VBG
by,IN
effie's,AT
little,AP
in,IN
want,VB
a,AT
match,NN
or,CC
can,MD
you,PPSS
see,VB
which,WDT
the,AT
six,CD
subjunctive,)
crumbs,.
twitch,NN
like,CS
mutilated,VBN
thumbs:,.
picture,VB
his,PP$
peering,VBG
biggest,JJT
whey,.
coloured,VBN
face,NN
on,IN
which,WDT
a,AT
frown,VB
puzzles,NNS
but,CC
i,PPSS
know,VB
the,AT
way,NN
nervously,RB
whose,WP$
eyes,NNS
approve,VB
the,AT
blessed,VBN
while,CS
his,PP$
ears,NNS
are,BER
crammed,VBN
with,IN
the,AT
strenuous,JJ
music,NN
of,IN
the,AT
innumerable,JJ
capering,VBG
damned,VBN
staring,VBG
wildly,RB
up,RP
and,CC
down,RP
the,AT
here,RB
we,PPSS
are,BER
now,RB
judgment,NN
day,NN
cross,VB
the,AT
threshold,NN
have,HV
no,AT
dread,NN
lift,VB
the,AT
sheet,NN
back,RB
in,IN
this,DT
way,NN
here,RB
is,BEZ
little,QL
effie's,JJ
head,NN
whose,WP$
brains,NNS
are,BER
made,VBN
of,IN
gingerbread,.
spring,NN
is,BEZ
like,CS
a,AT
perhaps,RB
hand,NN
which,WDT
comes,VBZ
carefully,RB
out,RP
of,IN
no,RB
where,WRB
arranging,VBG
a,AT
window,NN
into,IN
which,WDT
people,NNS
look,VB
while,NN
people,NNS
stare,VB
arranging,VBG
and,CC
changing,VBG
placing,NN
carefully,RB
there,RB
a,AT
strange,JJ
thing,NN
and,CC
a,AT
known,VBN
thing,NN
here,RB
and,CC
changing,VBG
everything,PN
carefully,RB
spring,NN
is,BEZ
like,CS
a,AT
perhaps,RB
hand,NN
in,IN
a,AT
window,NN
carefully,RB
to,IN
and,CC
fro,RB
moving,VBG
new,JJ
and,CC
old,JJ
things,NNS
while,CS
people,NNS
stare,VB
carefully,RB
moving,VBG
a,AT
perhaps,RB
fraction,NN
of,IN
flower,NN
here,RB
placing,VBG
an,AT
inch,NN
of,IN
air,NN
there,RB
and,CC
without,IN
breaking,VBG
anything,PN
who,WPS
knows,VBZ
if,CS
the,AT
moon's,NN$
a,AT
balloon,NN
coming,VBG
out,RP
of,IN
a,AT
keen,JJ
city,NN
in,IN
the,AT
sky,NN
filled,VBN
with,IN
pretty,JJ
people,NNS
and,CC
if,CS
you,PPSS
and,CC
i,PPSS
should,MD
get,VB
into,IN
it,PPO
if,CS
they,PPSS
should,MD
take,VB
me,PPO
and,CC
take,VB
you,PPO
into,IN
their,PP$
balloon,NN
why,WRB
then,RB
we'd,PPSS+MD
go,VB
up,RP
higher,RBR
with,IN
all,ABN
the,AT
pretty,JJ
people,NNS
than,CS
houses,NNS
and,CC
steeples,NNS
and,CC
clouds:,CD
go,VB
sailing,VBG
away,RB
and,CC
away,RB
sailing,VBG
into,IN
a,AT
keen,JJ
city,NN
which,WDT
nobody's,PN+HVZ
ever,RB
visited,VBD
where,WRB
always,RB
it's,PPS+BEZ
spring,NN
and,CC
everyone's,PN$
in,IN
love,NN
and,CC
flowers,NNS
pick,VB
themselves,PPLS
i,PPSS
like,VB
my,PP$
body,NN
when,WRB
it,PPS
is,BEZ
with,IN
your,PP$
body,NN
it,PPS
is,BEZ
so,QL
quite,QL
new,JJ
a,AT
thing,NN
muscles,NNS
better,RBR
and,CC
nerves,NNS
more,QL
i,PPSS
like,VB
your,PP$
body,NN
i,TO
like,VB
what,WDT
it,PPS
does,DOZ
i,PPSS
like,VB
its,PP$
hows,NNS
i,TO
like,VB
to,TO
feel,VB
the,AT
spine,NN
of,IN
your,PP$
body,NN
and,CC
its,PP$
bones,NNS
and,CC
the,AT
trembling,VBG
firm,JJ
smooth,JJ
ness,NNS
and,CC
which,WDT
i,AT
will,NN
again,RB
and,CC
again,RB
and,CC
again,RB
kiss,VB
i,PPO
like,CS
kissing,VBG
this,DT
and,CC
that,CS
of,IN
you,PPO
i,PPSS
like,VB
slowly,RB
stroking,VBG
the,AT
shocking,JJ
fuzz,NN
of,IN
your,PP$
electric,JJ
fur,NN
and,CC
what,WDT
is,BEZ
it,PPS
comes,VBZ
over,IN
parting,VBG
flesh,NN
and,CC
eyes,NNS
big,JJ
love,NN
crumbs,.
and,CC
possibly,RB
i,","
like,CS
the,AT
thrill,NN
of,IN
under,IN
me,PPO
you,PPSS
so,RB
quite,QL
new,JJ
little,AP
tree,NN
little,QL
silent,JJ
christmas,JJ
tree,NN
you,PPSS
are,BER
so,QL
little,JJ
you,PPSS
are,BER
more,AP
like,CS
a,AT
flower,NN
who,WPS
found,VBD
you,PPO
in,IN
the,AT
green,JJ
forest,NN
and,CC
were,BED
you,PPSS
very,QL
sorry,JJ
to,TO
come,VB
away,RB
see,VB
i,PN
will,MD
comfort,VB
you,PPO
because,CS
you,PPSS
smell,VB
so,QL
sweetly,RB
i,PPSS
will,MD
kiss,VB
your,PP$
cool,JJ
bark,NN
and,CC
hug,VB
you,PPO
safe,JJ
and,CC
tight,JJ
just,RB
as,CS
your,PP$
mother,NN
would,MD
only,RB
don't,DO*
be,BE
afraid,JJ
look,VB
the,AT
spangles,NN
that,DT
sleep,NN
all,ABN
the,AT
year,NN
in,IN
a,AT
dark,JJ
box,NN
dreaming,VBG
of,IN
being,BEG
taken,VBN
out,RP
and,CC
allowed,VBN
to,TO
shine,VB
the,AT
balls,NNS
the,AT
chains,NNS
red,JJ
and,CC
gold,NN
the,AT
fluffy,JJ
threads,NNS
put,VB
up,RP
your,PP$
little,JJ
arms,NNS
and,CC
i'll,PPSS
give,VB
them,PPO
all,ABN
to,IN
you,PPO
to,TO
hold,VB
every,AT
finger,NN
shall,MD
have,HV
its,PP$
ring,NN
and,CC
there,EX
won't,MD*
be,BE
a,AT
single,AP
place,NN
dark,NN
or,CC
unhappy,JJ
then,RB
when,WRB
you're,PPSS+BER
quite,QL
dressed,VBN
you'll,PPSS+MD
stand,VB
in,IN
the,AT
window,NN
for,IN
everyone,PN
to,TO
see,VB
and,CC
how,WRB
they'll,PPSS+MD
stare,VB
oh,UH
but,CC
you'll,PPSS+MD
be,BE
very,QL
proud,JJ
and,CC
my,PP$
little,JJ
sister,NN
and,CC
i,PPSS
will,MD
take,VB
hands,NNS
and,CC
looking,VBG
up,RP
at,IN
our,PP$
beautiful,JJ
tree,NN
we'll,PPSS+MD
dance,VB
and,CC
sing,VB
noel,PPS
noel',BEDZ
1,CD
humanity,NN
i,TO
love,VB
you,PPO
because,CS
you,PPSS
would,MD
rather,QL
black,JJ
the,AT
boots,NNS
of,IN
success,NN
than,IN
enquire,DTS
whose,WP$
soul,NN
dangles,VBZ
from,IN
his,PP$
watch,VB
chain,NN
which,WDT
would,MD
be,BE
embarrassing,VBG
for,IN
both,ABX
parties,NNS
and,CC
because,CS
you,PPO
unflinchingly,PPSS
applaud,VB
all,QL
songs,NNS
containing,VBG
the,AT
words,NNS
country,NN
home,NN
and,CC
mother,NN
when,WRB
sung,VBN
at,IN
the,AT
old,JJ
howard,.
humanity,NN
i,TO
love,VB
you,PPO
because,RB
when,WRB
you're,PPSS+BER
hard,RB
up,IN
you,PPO
pawn,NN
your,PP$
intelligence,NN
to,TO
buy,VB
a,AT
drink,NN
and,CC
when,WRB
you're,PPSS+BER
flush,JJ
pride,NN
keeps,VBZ
you,PPSS
from,IN
the,AT
pawn,NN
shop,NN
and,CC
because,CS
you,PPSS
are,BER
continually,RB
committing,VBG
nuisances,NNS
but,CC
more,AP
especially,RB
in,IN
your,PP$
own,JJ
house,NN
humanity,NN
i,TO
love,VB
you,PPO
because,CS
you,PPO
are,BER
perpetually,RB
putting,VBG
the,AT
secret,NN
of,IN
life,NN
in,IN
your,PP$
pants,NNS
and,CC
forgetting,VBG
it's,PPS+BEZ
there,RB
and,CC
sitting,VBG
down,RP
on,IN
it,PPO
and,CC
because,CS
you,PPSS
are,BER
forever,RB
making,VBG
poems,NNS
in,IN
the,AT
lap,NN
of,IN
death,NN
humanity,NN
i,PPSS
hate,VB
you,PPO
poem,NN
or,CC
beauty,NN
hurts,VBZ
mr,PPO
vinal,.
take,VB
it,PPO
from,IN
me,PPO
kiddo,.
believe,VB
me,PPO
my,PP$
country,NN
'tis,PPS+BEZ
of,IN
you,PPSS
land,VB
of,IN
the,AT
cluett,NN
shirt,NN
boston,IN
garter,NN
and,CC
spearmint,CD
girl,NN
with,IN
the,AT
wrigley,JJ
eyes,NNS
of,IN
you,PPO
land,NN
of,IN
the,AT
arrow,NN
ide,.
and,CC
earl,NN
&,NP
wilson,)
collars,NNS
of,IN
you,PPO
i,.
sing:,DT
land,NN
of,IN
abraham,PP$
lincoln,NNS
and,CC
lydia,VBD
e,PPO
pinkham,.
land,NN
above,IN
all,ABN
of,IN
just,RB
add,VB
hot,JJ
water,NN
and,CC
serve,VB
from,IN
every,AT
b,NN
v,NNS
d,.
let,VB
freedom,NN
ring,NN
amen,UH
i,PPSS
do,DO
however,RB
protest,VB
anent,IN
the,AT
un,FW-AT
spontaneous,JJ
and,CC
otherwise,RB
scented,VBN
merde,IN
which,WDT
greets,(
one,CD
everywhere,RB
why,WRB
as,QL
divine,JJ
poesy,NNS
per,IN
that,DT
and,CC
this,DT
radically,QL
defunct,JJ
periodical,NN
i,WPS
would,MD
suggest,VB
that,CS
certain,JJ
ideas,NNS
gestures,NNS
rhymes,NNS
like,CS
gillette,AT
razor,NN
blades,NNS
having,HVG
been,BEN
used,VBN
and,CC
reused,CD
to,IN
the,AT
mystical,JJ
moment,NN
of,IN
dullness,NN
emphatically,RB
are,BER
not,*
to,TO
be,BE
resharpened,VBN
case,NN
in,IN
point,NN
if,CS
we,PPSS
are,BER
to,TO
believe,VB
these,DTS
gently,RB
o,UH
sweetly,RB
melancholy,JJ
trillers,NNS
amid,IN
the,AT
thrillers,NNS
these,DTS
crepuscular,CD
violinists,NNS
among,IN
my,PP$
and,CC
your,PP$
skyscrapers,NNS
helen,","
&,CC
cleopatra,EX
were,BED
just,RB
too,QL
lovely,JJ
the,AT
snail's,NN$
on,IN
the,AT
thorn,NN
enter,VB
morn,RP
and,CC
god's,CD
in,IN
his,PP$
andsoforth,NNS
do,DO
you,PPSS
get,VB
me,PPO
according,IN
to,IN
such,JJ
supposedly,RB
indigenous,JJ
throstles,DT
art,NN
is,BEZ
o,UH
world,NN
o,UH
life,NN
a,AT
formula:,JJ
example,NN
turn,VB
your,PP$
shirttails,NN
into,IN
drawers,NNS
and,CC
if,CS
it,PPS
isn't,BEZ*
an,AT
eastman,NN
it,PPS
isn't,BEZ*
a,AT
kodak,PPS
therefore,RB
my,PP$
friends,NNS
let,VB
us,PPO
now,RB
sing,VB
each,DT
and,CC
all,ABN
fortissimo,IN
a,AT
mer,)
ca,RB
i,.
love,NN
you,PPSS
and,CC
there're,VBD
a,AT
hun,PPS
dred,VBD
mil,PP$
lion,NN
oth,VBZ
ers,TO
like,VB
all,ABN
of,IN
you,PPO
successfully,RB
if,CS
delicately,RB
gelded,","
or,CC
spaded,CD
gentlemen,NNS
and,CC
ladies,NNS
pretty,QL
litdeliverpill,)
hearted,PPS
nujoineeding,VBD
there's,EX+BEZ
a,AT
reason,NN
americans,DTS
who,WPS
tensetendoned,VBD
and,CC
with,IN
upward,RB
vacant,JJ
eyes,NNS
painfully,RB
perpetually,RB
crouched,VBD
quivering,VBG
upon,IN
the,AT
sternly,RB
allotted,VBN
sandpile,.
how,WRB
silently,RB
emit,VB
a,AT
tiny,JJ
violetflavoured,CS
nuisance:,AT
odor,NN
ono,)
comes,VBZ
out,RP
like,CS
a,AT
ribbon,NN
lies,VBZ
flat,JJ
on,IN
the,AT
brush,NN
nobody,PN
loses,VBZ
all,ABN
the,AT
time,NN
i,PPS
had,HVD
an,AT
uncle,NN
named,VBN
sol,DTS
who,WPS
was,BEDZ
a,AT
born,VBN
failure,NN
and,CC
nearly,RB
everybody,PN
said,VBD
he,PPS
should,MD
have,HV
gone,VBN
into,IN
vaudeville,NN
perhaps,RB
because,CS
my,PP$
uncle,NN
sol,WPS
could,MD
sing,VB
mccann,CS
he,PPS
was,BEDZ
a,AT
diver,NN
on,IN
xmas,AT
eve,NN
like,CS
hell,NN
itself,PPL
which,WDT
may,MD
or,CC
may,MD
not,*
account,VB
for,IN
the,AT
fact,NN
that,CS
my,PP$
uncle,NN
sol,PPS
indulged,VBD
in,IN
that,DT
possibly,RB
most,QL
inexcusable,JJ
of,IN
all,ABN
to,TO
use,VB
a,AT
highfalootin,JJ
phrase,NN
luxuries,NNS
that,WPS
is,BEZ
or,CC
to,IN
wit,NN
farming,NN
and,CC
be,BE
it,PPS
needlessly,RB
added,VBN
my,PP$
uncle,NN
sol's,IN
farm,NN
failed,VBN
because,CS
the,AT
chickens,NNS
ate,VBD
the,AT
vegetables,NNS
so,RB
my,PP$
uncle,NN
sol,WPS
had,HVD
a,AT
chicken,NN
farm,NN
till,CS
the,AT
skunks,NNS
ate,VBD
the,AT
chickens,NNS
when,WRB
my,PP$
uncle,NN
sol,.
had,HVD
a,AT
skunk,JJ
farm,NN
but,IN
the,AT
skunks,NNS
caught,VBD
cold,JJ
and,CC
died,VBN
and,CC
so,RB
my,PP$
uncle,NN
sol,WPS
imitated,VBD
the,AT
skunks,NNS
in,IN
a,AT
subtle,JJ
manner,NN
or,CC
by,IN
drowning,VBG
himself,PPL
in,IN
the,AT
watertank,NN
but,CC
somebody,PN
who'd,WPS+HVD
given,VBN
my,PP$
uncle,NN
sol,IN
a,AT
victo,NN
victrola,NP
and,CC
records,NNS
while,CS
he,PPS
lived,VBD
presented,VBN
to,IN
him,PPO
upon,IN
the,AT
auspicious,JJ
occasion,NN
of,IN
his,PP$
decease,VBG
a,AT
scrumptious,JJ
not,*
to,TO
mention,VB
splendiferous,PP$
funeral,NN
with,IN
tall,JJ
boys,NNS
in,IN
black,JJ
gloves,NNS
and,CC
flowers,NNS
and,CC
everything,PN
and,CC
i,PPSS
remember,VB
we,PPSS
all,ABN
cried,VBD
like,CS
the,AT
missouri,NN
when,WRB
my,PP$
uncle,NN
sol's,IN
coffin,NN
lurched,VBD
because,RB
somebody,PN
pressed,VBD
a,AT
button,NN
and,CC
down,RP
went,VBD
my,PP$
uncle,NN
sol,)
and,CC
started,VBD
a,AT
worm,NN
farm,NN
mr,WRB
youse,PPSS
needn't,MD
be,BE
so,RB
spry,.
concernin,DTS
questions,NNS
arty,JJ
each,DT
has,HVZ
